method,cluster,type,cramer,percent_change,delay,size
cluster_word2vec_default,6,bertweet_sentiment,0.0,1.5,1,70
cluster_word2vec_default,15,textblob_sentiment,0.0,0.5,3,85
cluster_word2vec_default,15,textblob_sentiment,0.0,1,3,85
cluster_word2vec_default,15,textblob_sentiment,0.0,1.5,3,85
cluster_word2vec_default,1,bertweet_sentiment,0.0,2,1,38
cluster_word2vec_default,-1,textblob_sentiment,0.0,0,1,1211
cluster_word2vec_default,1,textblob_sentiment,0.0,0,3,38
cluster_word2vec_default,1,textblob_sentiment,0.0,0.5,3,38
cluster_word2vec_default,1,textblob_sentiment,0.0,1,3,38
cluster_word2vec_default,14,textblob_sentiment,0.0,0,3,9696
cluster_word2vec_default,1,bertweet_sentiment,0.0,0,1,38
cluster_word2vec_default,1,bertweet_sentiment,0.0,0.5,1,38
cluster_word2vec_default,1,bertweet_sentiment,0.0,1,1,38
cluster_word2vec_default,1,bertweet_sentiment,0.0,1.5,1,38
cluster_word2vec_default,14,textblob_sentiment,0.0,2,1,9696
cluster_word2vec_default,1,textblob_sentiment,0.0,2,1,38
cluster_word2vec_default,14,textblob_sentiment,0.0,0.5,1,9696
cluster_tfidf_default,0,distilbert_sentiment,0.0,0,2,311
cluster_tfidf_default,0,distilbert_sentiment,0.0,0,1,311
cluster_word2vec_default,1,distilbert_sentiment,0.0,0,1,38
cluster_tfidf_default,0,bertweet_sentiment,0.0,2,2,311
cluster_tfidf_default,0,bertweet_sentiment,0.0,1,2,311
cluster_word2vec_default,8,textblob_sentiment,0.0,0,1,156
cluster_word2vec_default,8,textblob_sentiment,0.0,0.5,1,156
cluster_word2vec_default,8,textblob_sentiment,0.0,1,1,156
cluster_word2vec_default,-1,textblob_sentiment,0.0,0.5,1,1211
cluster_word2vec_default,1,textblob_sentiment,0.0,1.5,1,38
cluster_word2vec_default,15,textblob_sentiment,0.0,2,3,85
cluster_word2vec_default,-1,textblob_sentiment,0.0,1,1,1211
cluster_word2vec_default,15,bertweet_sentiment,0.0,0,1,85
cluster_word2vec_default,15,bertweet_sentiment,0.0,0.5,1,85
cluster_word2vec_default,15,bertweet_sentiment,0.0,1,1,85
cluster_word2vec_default,-1,textblob_sentiment,0.0,2,1,1211
cluster_word2vec_default,-1,textblob_sentiment,0.0,1.5,1,1211
cluster_word2vec_default,15,bertweet_sentiment,0.0,0,2,85
cluster_word2vec_default,15,bertweet_sentiment,0.0,0.5,2,85
cluster_word2vec_default,15,bertweet_sentiment,0.0,1,2,85
cluster_word2vec_default,15,bertweet_sentiment,0.0,1.5,2,85
cluster_word2vec_default,15,bertweet_sentiment,0.0,0,3,85
cluster_word2vec_default,1,textblob_sentiment,0.0,1,1,38
cluster_word2vec_default,15,bertweet_sentiment,0.0,0.5,3,85
cluster_word2vec_default,15,bertweet_sentiment,0.0,1,3,85
cluster_word2vec_default,15,bertweet_sentiment,0.0,1.5,3,85
cluster_word2vec_default,15,bertweet_sentiment,0.0,2,3,85
cluster_word2vec_default,15,distilbert_sentiment,0.0,0,1,85
cluster_word2vec_default,15,distilbert_sentiment,0.0,0,2,85
cluster_word2vec_default,15,distilbert_sentiment,0.0,0,3,85
cluster_word2vec_default,1,textblob_sentiment,0.0,0,1,38
cluster_word2vec_default,1,textblob_sentiment,0.0,0.5,1,38
cluster_tfidf_default,-1,bertweet_sentiment,0.0,0,1,1104
cluster_word2vec_default,7,textblob_sentiment,0.0,0,2,45
cluster_word2vec_default,2,bertweet_sentiment,0.0,0,3,45
cluster_word2vec_default,13,textblob_sentiment,0.0,0,3,48
cluster_word2vec_default,12,bertweet_sentiment,0.0,0.5,2,126
cluster_bow_default,0,bertweet_sentiment,0.0,1,1,126
cluster_word2vec_default,12,bertweet_sentiment,0.0,1.5,2,126
cluster_bow_default,0,bertweet_sentiment,0.0,0,1,126
cluster_word2vec_default,12,bertweet_sentiment,0.0,0,3,126
cluster_bow_default,0,textblob_sentiment,0.0,2,3,126
cluster_bow_default,0,textblob_sentiment,0.0,1.5,3,126
cluster_bow_default,0,textblob_sentiment,0.0,2,2,126
cluster_bow_default,0,textblob_sentiment,0.0,1.5,2,126
cluster_word2vec_default,12,distilbert_sentiment,0.0,0,1,126
cluster_word2vec_default,12,distilbert_sentiment,0.0,0,2,126
cluster_word2vec_default,12,distilbert_sentiment,0.0,0,3,126
cluster_bow_default,0,textblob_sentiment,0.0,1,2,126
cluster_bow_default,0,textblob_sentiment,0.0,0.5,2,126
cluster_bow_default,0,textblob_sentiment,0.0,1,1,126
cluster_bow_default,0,textblob_sentiment,0.0,0.5,1,126
cluster_bow_default,7,distilbert_sentiment,0.0,0,3,149
cluster_bow_default,7,distilbert_sentiment,0.0,0,2,149
cluster_bow_default,7,distilbert_sentiment,0.0,0,1,149
cluster_bow_default,7,bertweet_sentiment,0.0,2,3,149
cluster_bow_default,7,bertweet_sentiment,0.0,1.5,3,149
cluster_word2vec_default,12,bertweet_sentiment,0.0,0,2,126
cluster_word2vec_default,12,bertweet_sentiment,0.0,2,1,126
cluster_word2vec_default,12,bertweet_sentiment,0.0,1.5,1,126
cluster_bow_default,2,textblob_sentiment,0.0,1,2,434
cluster_bow_default,2,textblob_sentiment,0.0,2,3,434
cluster_bow_default,2,textblob_sentiment,0.0,1.5,3,434
cluster_word2vec_default,5,distilbert_sentiment,0.0,0,3,62
cluster_word2vec_default,12,textblob_sentiment,0.0,0,1,126
cluster_bow_default,2,textblob_sentiment,0.0,1,3,434
cluster_bow_default,2,textblob_sentiment,0.0,0,3,434
cluster_bow_default,2,textblob_sentiment,0.0,2,2,434
cluster_bow_default,2,textblob_sentiment,0.0,1.5,2,434
cluster_word2vec_default,12,textblob_sentiment,0.0,0,2,126
cluster_bow_default,2,textblob_sentiment,0.0,0.5,2,434
cluster_word2vec_default,12,bertweet_sentiment,0.0,1,1,126
cluster_bow_default,2,textblob_sentiment,0.0,0,2,434
cluster_bow_default,2,textblob_sentiment,0.0,0,1,434
cluster_bow_default,0,bertweet_sentiment,0.0,2,2,126
cluster_bow_default,0,bertweet_sentiment,0.0,1.5,2,126
cluster_word2vec_default,12,textblob_sentiment,0.0,1,3,126
cluster_bow_default,0,bertweet_sentiment,0.0,1,2,126
cluster_bow_default,0,bertweet_sentiment,0.0,0.5,2,126
cluster_word2vec_default,12,bertweet_sentiment,0.0,0,1,126
cluster_bow_default,0,bertweet_sentiment,0.0,0,2,126
cluster_bow_default,7,bertweet_sentiment,0.0,1,3,149
cluster_word2vec_default,13,textblob_sentiment,0.0,0.5,3,48
cluster_word2vec_default,7,textblob_sentiment,0.0,0.5,2,45
cluster_word2vec_default,13,textblob_sentiment,0.0,1,3,48
cluster_bow_default,7,textblob_sentiment,0.0,1.5,1,149
cluster_bow_default,7,textblob_sentiment,0.0,1,1,149
cluster_bow_default,7,textblob_sentiment,0.0,0.5,1,149
cluster_bow_default,7,textblob_sentiment,0.0,0,1,149
cluster_bow_default,6,distilbert_sentiment,0.0,0,3,144
cluster_word2vec_default,-1,bertweet_sentiment,0.0,0.5,3,1211
cluster_bow_default,6,bertweet_sentiment,0.0,2,3,144
cluster_bow_default,6,bertweet_sentiment,0.0,1.5,3,144
cluster_bow_default,6,bertweet_sentiment,0.0,1,3,144
cluster_bow_default,6,bertweet_sentiment,0.0,0.5,3,144
cluster_bow_default,6,bertweet_sentiment,0.0,0,3,144
cluster_word2vec_default,2,bertweet_sentiment,0.0,0,1,45
cluster_word2vec_default,2,bertweet_sentiment,0.0,0.5,1,45
cluster_word2vec_default,2,bertweet_sentiment,0.0,1,1,45
cluster_word2vec_default,2,bertweet_sentiment,0.0,1.5,1,45
cluster_word2vec_default,2,bertweet_sentiment,0.0,2,1,45
cluster_bow_default,6,bertweet_sentiment,0.0,2,2,144
cluster_word2vec_default,2,bertweet_sentiment,0.0,0.5,2,45
cluster_word2vec_default,2,bertweet_sentiment,0.0,1,2,45
cluster_bow_default,6,bertweet_sentiment,0.0,1.5,2,144
cluster_bow_default,6,bertweet_sentiment,0.0,1,2,144
cluster_word2vec_default,2,textblob_sentiment,0.0,1.5,1,45
cluster_word2vec_default,2,textblob_sentiment,0.0,1,1,45
cluster_word2vec_default,2,textblob_sentiment,0.0,0.5,1,45
cluster_word2vec_default,13,bertweet_sentiment,0.0,1,2,48
cluster_word2vec_default,13,textblob_sentiment,0.0,1.5,3,48
cluster_word2vec_default,13,textblob_sentiment,0.0,2,3,48
cluster_bow_default,7,bertweet_sentiment,0.0,2,2,149
cluster_bow_default,7,bertweet_sentiment,0.0,1.5,2,149
cluster_bow_default,7,bertweet_sentiment,0.0,1,2,149
cluster_bow_default,7,bertweet_sentiment,0.0,0.5,2,149
cluster_word2vec_default,13,bertweet_sentiment,0.0,2,1,48
cluster_bow_default,7,bertweet_sentiment,0.0,0,2,149
cluster_word2vec_default,13,bertweet_sentiment,0.0,0.5,2,48
cluster_bow_default,7,bertweet_sentiment,0.0,1.5,1,149
cluster_word2vec_default,2,textblob_sentiment,0.0,0,1,45
cluster_bow_default,7,bertweet_sentiment,0.0,1,1,149
cluster_bow_default,7,textblob_sentiment,0.0,2,3,149
cluster_bow_default,7,textblob_sentiment,0.0,1.5,3,149
cluster_bow_default,7,textblob_sentiment,0.0,1,3,149
cluster_bow_default,7,textblob_sentiment,0.0,0.5,3,149
cluster_bow_default,7,textblob_sentiment,0.0,2,2,149
cluster_bow_default,7,textblob_sentiment,0.0,1.5,2,149
cluster_bow_default,7,textblob_sentiment,0.0,0,2,149
cluster_bow_default,7,textblob_sentiment,0.0,2,1,149
cluster_word2vec_default,5,bertweet_sentiment,0.0,2,3,62
cluster_bow_default,2,bertweet_sentiment,0.0,0,1,434
cluster_bow_default,2,bertweet_sentiment,0.0,0.5,1,434
cluster_word2vec_default,5,bertweet_sentiment,0.0,0.5,3,62
cluster_word2vec_default,4,textblob_sentiment,0.0,0.5,3,38
cluster_tfidf_default,1,textblob_sentiment,0.0,0,2,10507
cluster_bow_default,5,distilbert_sentiment,0.0,0,3,147
cluster_bow_default,5,bertweet_sentiment,0.0,2,2,147
cluster_bow_default,5,bertweet_sentiment,0.0,1.5,2,147
cluster_bow_default,5,bertweet_sentiment,0.0,2,1,147
cluster_bow_default,5,bertweet_sentiment,0.0,1.5,1,147
cluster_bow_default,5,bertweet_sentiment,0.0,1,1,147
cluster_bow_default,5,bertweet_sentiment,0.0,0.5,1,147
cluster_bow_default,5,bertweet_sentiment,0.0,0,1,147
cluster_bow_default,5,textblob_sentiment,0.0,2,2,147
cluster_bow_default,5,textblob_sentiment,0.0,1,2,147
cluster_bow_default,5,textblob_sentiment,0.0,2,1,147
cluster_word2vec_default,0,textblob_sentiment,0.0,0,1,35
cluster_word2vec_default,0,textblob_sentiment,0.0,0.5,1,35
cluster_bow_default,5,textblob_sentiment,0.0,0,1,147
cluster_word2vec_default,0,textblob_sentiment,0.0,1.5,1,35
cluster_word2vec_default,0,textblob_sentiment,0.0,2,1,35
cluster_word2vec_default,0,textblob_sentiment,0.0,0,2,35
cluster_word2vec_default,0,textblob_sentiment,0.0,0.5,2,35
cluster_word2vec_default,0,textblob_sentiment,0.0,1,2,35
cluster_word2vec_default,4,textblob_sentiment,0.0,0,3,38
cluster_word2vec_default,4,textblob_sentiment,0.0,2,2,38
cluster_word2vec_default,4,textblob_sentiment,0.0,1.5,2,38
cluster_tfidf_default,1,textblob_sentiment,0.0,2,2,10507
cluster_word2vec_default,7,textblob_sentiment,0.0,1,2,45
cluster_word2vec_default,7,textblob_sentiment,0.0,1.5,2,45
cluster_word2vec_default,7,textblob_sentiment,0.0,2,2,45
cluster_tfidf_default,-1,textblob_sentiment,0.0,2,2,1104
cluster_tfidf_default,-1,textblob_sentiment,0.0,0.5,2,1104
cluster_tfidf_default,-1,textblob_sentiment,0.0,0,2,1104
cluster_tfidf_default,-1,textblob_sentiment,0.0,0,1,1104
cluster_word2vec_default,7,bertweet_sentiment,0.0,0.5,1,45
cluster_word2vec_default,7,bertweet_sentiment,0.0,2,1,45
cluster_word2vec_default,7,distilbert_sentiment,0.0,0,1,45
cluster_word2vec_default,4,textblob_sentiment,0.0,1,2,38
cluster_word2vec_default,7,distilbert_sentiment,0.0,0,2,45
cluster_tfidf_default,1,textblob_sentiment,0.0,1.5,2,10507
cluster_word2vec_default,4,textblob_sentiment,0.0,0,1,38
cluster_word2vec_default,4,textblob_sentiment,0.0,0.5,1,38
cluster_word2vec_default,4,textblob_sentiment,0.0,1,1,38
cluster_word2vec_default,4,textblob_sentiment,0.0,1.5,1,38
cluster_word2vec_default,4,textblob_sentiment,0.0,2,1,38
cluster_word2vec_default,4,textblob_sentiment,0.0,0,2,38
cluster_word2vec_default,4,textblob_sentiment,0.0,0.5,2,38
cluster_word2vec_default,0,textblob_sentiment,0.0,1.5,2,35
cluster_word2vec_default,0,textblob_sentiment,0.0,2,2,35
cluster_word2vec_default,0,textblob_sentiment,0.0,0,3,35
cluster_word2vec_default,5,bertweet_sentiment,0.0,0,1,62
cluster_bow_default,2,bertweet_sentiment,0.0,0.5,2,434
cluster_bow_default,2,bertweet_sentiment,0.0,0,2,434
cluster_word2vec_default,5,textblob_sentiment,0.0,1.5,2,62
cluster_word2vec_default,5,textblob_sentiment,0.0,2,2,62
cluster_bow_default,2,bertweet_sentiment,0.0,2,1,434
cluster_word2vec_default,5,textblob_sentiment,0.0,0.5,3,62
cluster_bow_default,2,bertweet_sentiment,0.0,1.5,1,434
cluster_bow_default,2,bertweet_sentiment,0.0,1,1,434
cluster_word2vec_default,5,textblob_sentiment,0.0,2,3,62
cluster_word2vec_default,5,bertweet_sentiment,0.0,0.5,1,62
cluster_word2vec_default,5,textblob_sentiment,0.0,2,1,62
cluster_word2vec_default,5,bertweet_sentiment,0.0,1,1,62
cluster_word2vec_default,5,bertweet_sentiment,0.0,1.5,1,62
cluster_word2vec_default,5,bertweet_sentiment,0.0,2,1,62
cluster_word2vec_default,5,bertweet_sentiment,0.0,0,2,62
cluster_word2vec_default,5,bertweet_sentiment,0.0,0.5,2,62
cluster_word2vec_default,5,bertweet_sentiment,0.0,1,2,62
cluster_word2vec_default,5,bertweet_sentiment,0.0,1.5,2,62
cluster_word2vec_default,5,bertweet_sentiment,0.0,2,2,62
cluster_word2vec_default,5,bertweet_sentiment,0.0,0,3,62
cluster_bow_default,2,bertweet_sentiment,0.0,0,3,434
cluster_word2vec_default,5,textblob_sentiment,0.0,1.5,1,62
cluster_word2vec_default,0,textblob_sentiment,0.0,0.5,3,35
cluster_word2vec_default,0,bertweet_sentiment,0.0,0.5,2,35
cluster_word2vec_default,0,textblob_sentiment,0.0,1,3,35
cluster_word2vec_default,0,textblob_sentiment,0.0,1.5,3,35
cluster_word2vec_default,0,textblob_sentiment,0.0,2,3,35
cluster_word2vec_default,0,bertweet_sentiment,0.0,0,1,35
cluster_bow_default,2,distilbert_sentiment,0.0,0,3,434
cluster_bow_default,2,distilbert_sentiment,0.0,0,2,434
cluster_word2vec_default,0,bertweet_sentiment,0.0,1.5,1,35
cluster_word2vec_default,0,bertweet_sentiment,0.0,2,1,35
cluster_word2vec_default,0,bertweet_sentiment,0.0,0,2,35
cluster_word2vec_default,0,bertweet_sentiment,0.0,1,2,35
cluster_word2vec_default,5,textblob_sentiment,0.0,1,1,62
cluster_word2vec_default,0,bertweet_sentiment,0.0,1.5,2,35
cluster_word2vec_default,0,bertweet_sentiment,0.0,2,2,35
cluster_word2vec_default,0,bertweet_sentiment,0.0,0,3,35
cluster_word2vec_default,0,bertweet_sentiment,0.0,0.5,3,35
cluster_word2vec_default,0,bertweet_sentiment,0.0,1,3,35
cluster_word2vec_default,0,bertweet_sentiment,0.0,1.5,3,35
cluster_word2vec_default,0,bertweet_sentiment,0.0,2,3,35
cluster_bow_default,2,distilbert_sentiment,0.0,0,1,434
cluster_word2vec_default,5,textblob_sentiment,0.0,0.5,1,62
cluster_word2vec_dbcv,0,bertweet_sentiment,0.0,2,3,37
cluster_word2vec_default,10,textblob_sentiment,,0,1,54
cluster_word2vec_default,10,textblob_sentiment,,0.5,1,54
cluster_word2vec_default,10,textblob_sentiment,,1,1,54
cluster_word2vec_default,10,textblob_sentiment,,1.5,1,54
cluster_word2vec_default,10,textblob_sentiment,,2,1,54
cluster_word2vec_default,10,textblob_sentiment,,0,2,54
cluster_word2vec_default,10,textblob_sentiment,,0.5,2,54
cluster_word2vec_default,10,textblob_sentiment,,1,2,54
cluster_word2vec_default,10,textblob_sentiment,,1.5,2,54
cluster_word2vec_default,10,textblob_sentiment,,2,2,54
cluster_word2vec_default,10,textblob_sentiment,,0,3,54
cluster_word2vec_default,10,textblob_sentiment,,0.5,3,54
cluster_word2vec_default,10,textblob_sentiment,,1,3,54
cluster_word2vec_default,10,textblob_sentiment,,1.5,3,54
cluster_word2vec_default,10,textblob_sentiment,,2,3,54
cluster_word2vec_default,9,textblob_sentiment,,0,1,46
cluster_word2vec_default,9,textblob_sentiment,,0.5,1,46
cluster_word2vec_default,9,textblob_sentiment,,1,1,46
cluster_word2vec_default,9,textblob_sentiment,,1.5,1,46
cluster_word2vec_default,9,textblob_sentiment,,2,1,46
cluster_word2vec_default,9,textblob_sentiment,,0,2,46
cluster_word2vec_default,9,textblob_sentiment,,0.5,2,46
cluster_word2vec_default,9,textblob_sentiment,,1,2,46
cluster_word2vec_default,9,textblob_sentiment,,1.5,2,46
cluster_word2vec_default,9,textblob_sentiment,,2,2,46
cluster_word2vec_default,9,textblob_sentiment,,0,3,46
cluster_word2vec_default,9,textblob_sentiment,,0.5,3,46
cluster_word2vec_default,9,textblob_sentiment,,1,3,46
cluster_word2vec_default,9,textblob_sentiment,,1.5,3,46
cluster_word2vec_default,9,textblob_sentiment,,2,3,46
cluster_word2vec_default,4,distilbert_sentiment,,0,1,38
cluster_word2vec_default,4,distilbert_sentiment,,0,2,38
cluster_word2vec_default,4,distilbert_sentiment,,0,3,38
cluster_word2vec_default,0,distilbert_sentiment,,0,1,35
cluster_word2vec_default,0,distilbert_sentiment,,0,2,35
cluster_word2vec_default,0,distilbert_sentiment,,0,3,35
cluster_tfidf_dbcv,1,textblob_sentiment,,0,1,9
cluster_tfidf_dbcv,1,textblob_sentiment,,0.5,1,9
cluster_tfidf_dbcv,1,textblob_sentiment,,1,1,9
cluster_tfidf_dbcv,1,textblob_sentiment,,1.5,1,9
cluster_tfidf_dbcv,1,textblob_sentiment,,2,1,9
cluster_tfidf_dbcv,1,textblob_sentiment,,0,2,9
cluster_tfidf_dbcv,1,textblob_sentiment,,0.5,2,9
cluster_tfidf_dbcv,1,textblob_sentiment,,1,2,9
cluster_tfidf_dbcv,1,textblob_sentiment,,1.5,2,9
cluster_tfidf_dbcv,1,textblob_sentiment,,2,2,9
cluster_tfidf_dbcv,1,textblob_sentiment,,0,3,9
cluster_tfidf_dbcv,1,textblob_sentiment,,0.5,3,9
cluster_tfidf_dbcv,1,textblob_sentiment,,1,3,9
cluster_tfidf_dbcv,1,textblob_sentiment,,1.5,3,9
cluster_tfidf_dbcv,1,textblob_sentiment,,2,3,9
cluster_tfidf_dbcv,1,bertweet_sentiment,,0,1,9
cluster_tfidf_dbcv,1,bertweet_sentiment,,0.5,1,9
cluster_tfidf_dbcv,1,bertweet_sentiment,,1,1,9
cluster_tfidf_dbcv,1,bertweet_sentiment,,1.5,1,9
cluster_tfidf_dbcv,1,bertweet_sentiment,,2,1,9
cluster_tfidf_dbcv,1,bertweet_sentiment,,0,2,9
cluster_tfidf_dbcv,1,bertweet_sentiment,,0.5,2,9
cluster_tfidf_dbcv,1,bertweet_sentiment,,1,2,9
cluster_tfidf_dbcv,1,bertweet_sentiment,,1.5,2,9
cluster_tfidf_dbcv,1,bertweet_sentiment,,2,2,9
cluster_tfidf_dbcv,1,bertweet_sentiment,,0,3,9
cluster_tfidf_dbcv,1,bertweet_sentiment,,0.5,3,9
cluster_tfidf_dbcv,1,bertweet_sentiment,,1,3,9
cluster_tfidf_dbcv,1,bertweet_sentiment,,1.5,3,9
cluster_tfidf_dbcv,1,bertweet_sentiment,,2,3,9
cluster_word2vec_dbcv,4,textblob_sentiment,,0,1,69
cluster_word2vec_dbcv,4,textblob_sentiment,,0.5,1,69
cluster_word2vec_dbcv,4,textblob_sentiment,,1,1,69
cluster_word2vec_dbcv,4,textblob_sentiment,,1.5,1,69
cluster_word2vec_dbcv,4,textblob_sentiment,,2,1,69
cluster_word2vec_dbcv,4,textblob_sentiment,,0,2,69
cluster_word2vec_dbcv,4,textblob_sentiment,,0.5,2,69
cluster_word2vec_dbcv,4,textblob_sentiment,,1,2,69
cluster_word2vec_dbcv,4,textblob_sentiment,,1.5,2,69
cluster_word2vec_dbcv,4,textblob_sentiment,,2,2,69
cluster_word2vec_dbcv,4,textblob_sentiment,,0,3,69
cluster_word2vec_dbcv,4,textblob_sentiment,,0.5,3,69
cluster_word2vec_dbcv,4,textblob_sentiment,,1,3,69
cluster_word2vec_dbcv,4,textblob_sentiment,,1.5,3,69
cluster_word2vec_dbcv,4,textblob_sentiment,,2,3,69
cluster_word2vec_dbcv,4,bertweet_sentiment,,0,1,69
cluster_word2vec_dbcv,4,bertweet_sentiment,,0.5,1,69
cluster_word2vec_dbcv,4,bertweet_sentiment,,1,1,69
cluster_word2vec_dbcv,4,bertweet_sentiment,,1.5,1,69
cluster_word2vec_dbcv,4,bertweet_sentiment,,2,1,69
cluster_word2vec_dbcv,4,bertweet_sentiment,,0,2,69
cluster_word2vec_dbcv,4,bertweet_sentiment,,0.5,2,69
cluster_word2vec_dbcv,4,bertweet_sentiment,,1,2,69
cluster_word2vec_dbcv,4,bertweet_sentiment,,1.5,2,69
cluster_word2vec_dbcv,4,bertweet_sentiment,,2,2,69
cluster_word2vec_dbcv,4,bertweet_sentiment,,0,3,69
cluster_word2vec_dbcv,4,bertweet_sentiment,,0.5,3,69
cluster_word2vec_dbcv,4,bertweet_sentiment,,1,3,69
cluster_word2vec_dbcv,4,bertweet_sentiment,,1.5,3,69
cluster_word2vec_dbcv,4,bertweet_sentiment,,2,3,69
cluster_word2vec_dbcv,5,textblob_sentiment,,0,1,51
cluster_word2vec_dbcv,5,textblob_sentiment,,0.5,1,51
cluster_word2vec_dbcv,5,textblob_sentiment,,1,1,51
cluster_word2vec_dbcv,5,textblob_sentiment,,1.5,1,51
cluster_word2vec_dbcv,5,textblob_sentiment,,2,1,51
cluster_word2vec_dbcv,5,textblob_sentiment,,0,2,51
cluster_word2vec_dbcv,5,textblob_sentiment,,0.5,2,51
cluster_word2vec_dbcv,5,textblob_sentiment,,1,2,51
cluster_word2vec_dbcv,5,textblob_sentiment,,1.5,2,51
cluster_word2vec_dbcv,5,textblob_sentiment,,2,2,51
cluster_word2vec_dbcv,5,textblob_sentiment,,0,3,51
cluster_word2vec_dbcv,5,textblob_sentiment,,0.5,3,51
cluster_word2vec_dbcv,5,textblob_sentiment,,1,3,51
cluster_word2vec_dbcv,5,textblob_sentiment,,1.5,3,51
cluster_word2vec_dbcv,5,textblob_sentiment,,2,3,51
cluster_word2vec_dbcv,5,bertweet_sentiment,,0,1,51
cluster_word2vec_dbcv,5,bertweet_sentiment,,0.5,1,51
cluster_word2vec_dbcv,5,bertweet_sentiment,,1,1,51
cluster_word2vec_dbcv,5,bertweet_sentiment,,1.5,1,51
cluster_word2vec_dbcv,5,bertweet_sentiment,,2,1,51
cluster_word2vec_dbcv,5,bertweet_sentiment,,0,2,51
cluster_word2vec_dbcv,5,bertweet_sentiment,,0.5,2,51
cluster_word2vec_dbcv,5,bertweet_sentiment,,1,2,51
cluster_word2vec_dbcv,5,bertweet_sentiment,,1.5,2,51
cluster_word2vec_dbcv,5,bertweet_sentiment,,2,2,51
cluster_word2vec_dbcv,5,bertweet_sentiment,,0,3,51
cluster_word2vec_dbcv,5,bertweet_sentiment,,0.5,3,51
cluster_word2vec_dbcv,5,bertweet_sentiment,,1,3,51
cluster_word2vec_dbcv,5,bertweet_sentiment,,1.5,3,51
cluster_word2vec_dbcv,5,bertweet_sentiment,,2,3,51
cluster_word2vec_dbcv,5,distilbert_sentiment,,0,1,51
cluster_word2vec_dbcv,5,distilbert_sentiment,,0,2,51
cluster_word2vec_dbcv,5,distilbert_sentiment,,0,3,51
cluster_word2vec_dbcv,6,textblob_sentiment,,0,1,53
cluster_word2vec_dbcv,6,textblob_sentiment,,0.5,1,53
cluster_word2vec_dbcv,6,textblob_sentiment,,1,1,53
cluster_word2vec_dbcv,6,textblob_sentiment,,1.5,1,53
cluster_word2vec_dbcv,6,textblob_sentiment,,2,1,53
cluster_word2vec_dbcv,6,textblob_sentiment,,0,2,53
cluster_word2vec_dbcv,6,textblob_sentiment,,0.5,2,53
cluster_word2vec_dbcv,6,textblob_sentiment,,1,2,53
cluster_word2vec_dbcv,6,textblob_sentiment,,1.5,2,53
cluster_word2vec_dbcv,6,textblob_sentiment,,2,2,53
cluster_word2vec_dbcv,6,textblob_sentiment,,0,3,53
cluster_word2vec_dbcv,6,textblob_sentiment,,0.5,3,53
cluster_word2vec_dbcv,6,textblob_sentiment,,1,3,53
cluster_word2vec_dbcv,6,textblob_sentiment,,1.5,3,53
cluster_word2vec_dbcv,6,textblob_sentiment,,2,3,53
cluster_word2vec_dbcv,2,textblob_sentiment,,0,1,219
cluster_word2vec_dbcv,2,textblob_sentiment,,0.5,1,219
cluster_word2vec_dbcv,2,textblob_sentiment,,1,1,219
cluster_word2vec_dbcv,2,textblob_sentiment,,1.5,1,219
cluster_word2vec_dbcv,2,textblob_sentiment,,2,1,219
cluster_word2vec_dbcv,2,textblob_sentiment,,0,2,219
cluster_word2vec_dbcv,2,textblob_sentiment,,0.5,2,219
cluster_word2vec_dbcv,2,textblob_sentiment,,1,2,219
cluster_word2vec_dbcv,2,textblob_sentiment,,1.5,2,219
cluster_word2vec_dbcv,2,textblob_sentiment,,2,2,219
cluster_word2vec_dbcv,2,textblob_sentiment,,0,3,219
cluster_word2vec_dbcv,2,textblob_sentiment,,0.5,3,219
cluster_word2vec_dbcv,2,textblob_sentiment,,1,3,219
cluster_word2vec_dbcv,2,textblob_sentiment,,1.5,3,219
cluster_word2vec_dbcv,2,textblob_sentiment,,2,3,219
cluster_word2vec_dbcv,2,distilbert_sentiment,,0,1,219
cluster_word2vec_dbcv,2,distilbert_sentiment,,0,2,219
cluster_word2vec_dbcv,2,distilbert_sentiment,,0,3,219
cluster_word2vec_dbcv,0,textblob_sentiment,,0,1,37
