method,cluster,type,cramer,percent_change,delay,size
cluster_minilm_default,27,textblob_sentiment,0.0,2,2,72
cluster_minilm_default,27,textblob_sentiment,0.0,0,3,72
cluster_minilm_default,27,textblob_sentiment,0.0,0.5,3,72
cluster_minilm_default,27,textblob_sentiment,0.0,1,3,72
cluster_minilm_default,21,textblob_sentiment,0.0,1,1,168
cluster_minilm_default,21,textblob_sentiment,0.0,1.5,1,168
cluster_minilm_default,21,textblob_sentiment,0.0,2,1,168
cluster_minilm_default,24,textblob_sentiment,0.0,1,3,41
cluster_minilm_default,24,textblob_sentiment,0.0,2,1,41
cluster_mpnet_default,4,textblob_sentiment,0.0,1.5,2,2238
cluster_minilm_default,24,textblob_sentiment,0.0,1,2,41
cluster_minilm_default,24,textblob_sentiment,0.0,1.5,2,41
cluster_mpnet_default,4,textblob_sentiment,0.0,1,2,2238
cluster_minilm_default,24,textblob_sentiment,0.0,0.5,3,41
cluster_minilm_default,24,textblob_sentiment,0.0,1.5,3,41
cluster_minilm_default,21,textblob_sentiment,0.0,0.5,2,168
cluster_minilm_default,24,textblob_sentiment,0.0,2,3,41
cluster_minilm_default,24,bertweet_sentiment,0.0,0,1,41
cluster_minilm_default,24,bertweet_sentiment,0.0,0.5,1,41
cluster_minilm_default,24,bertweet_sentiment,0.0,1,1,41
cluster_minilm_default,24,bertweet_sentiment,0.0,1.5,1,41
cluster_minilm_default,24,bertweet_sentiment,0.0,2,1,41
cluster_minilm_default,24,textblob_sentiment,0.0,1.5,1,41
cluster_minilm_default,24,textblob_sentiment,0.0,1,1,41
cluster_mpnet_default,4,textblob_sentiment,0.0,0.5,3,2238
cluster_minilm_default,21,distilbert_sentiment,0.0,0,2,168
cluster_minilm_default,21,bertweet_sentiment,0.0,1,2,168
cluster_minilm_default,21,bertweet_sentiment,0.0,0,2,168
cluster_mpnet_default,4,bertweet_sentiment,0.0,1.5,1,2238
cluster_mpnet_default,4,bertweet_sentiment,0.0,2,1,2238
cluster_mpnet_default,4,bertweet_sentiment,0.0,0.5,2,2238
cluster_minilm_default,21,textblob_sentiment,0.0,2,3,168
cluster_minilm_default,21,textblob_sentiment,0.0,1.5,3,168
cluster_minilm_default,21,textblob_sentiment,0.0,1,3,168
cluster_minilm_default,21,textblob_sentiment,0.0,0.5,3,168
cluster_minilm_default,21,textblob_sentiment,0.0,0,3,168
cluster_minilm_default,21,textblob_sentiment,0.0,2,2,168
cluster_minilm_default,21,textblob_sentiment,0.0,1.5,2,168
cluster_minilm_default,21,textblob_sentiment,0.0,1,2,168
cluster_minilm_default,22,bertweet_sentiment,0.0,0.5,3,83
cluster_minilm_default,22,bertweet_sentiment,0.0,0,3,83
cluster_mpnet_default,6,textblob_sentiment,0.0,1,1,74
cluster_minilm_default,33,textblob_sentiment,0.0,0,3,59
cluster_mpnet_default,6,bertweet_sentiment,0.0,1.5,1,74
cluster_minilm_default,33,textblob_sentiment,0.0,0,2,59
cluster_minilm_default,33,textblob_sentiment,0.0,0.5,2,59
cluster_minilm_default,33,textblob_sentiment,0.0,1,2,59
cluster_minilm_default,33,textblob_sentiment,0.0,1.5,2,59
cluster_minilm_default,33,textblob_sentiment,0.0,2,2,59
cluster_minilm_default,33,textblob_sentiment,0.0,0.5,3,59
cluster_mpnet_default,6,bertweet_sentiment,0.0,1,1,74
cluster_minilm_default,33,textblob_sentiment,0.0,1,3,59
cluster_minilm_default,33,textblob_sentiment,0.0,1.5,3,59
cluster_minilm_default,33,textblob_sentiment,0.0,2,3,59
cluster_minilm_default,33,bertweet_sentiment,0.0,0.5,1,59
cluster_minilm_default,33,bertweet_sentiment,0.0,1,1,59
cluster_minilm_default,33,bertweet_sentiment,0.0,1.5,1,59
cluster_mpnet_default,6,bertweet_sentiment,0.0,2,1,74
cluster_mpnet_default,6,bertweet_sentiment,0.0,0,2,74
cluster_mpnet_default,6,distilbert_sentiment,0.0,0,1,74
cluster_mpnet_default,6,distilbert_sentiment,0.0,0,2,74
cluster_minilm_default,20,distilbert_sentiment,0.0,0,1,97
cluster_mpnet_default,6,distilbert_sentiment,0.0,0,3,74
cluster_mpnet_default,7,textblob_sentiment,0.0,0,1,215
cluster_mpnet_default,7,textblob_sentiment,0.0,0.5,1,215
cluster_minilm_default,20,bertweet_sentiment,0.0,0.5,3,97
cluster_minilm_default,20,bertweet_sentiment,0.0,0,3,97
cluster_mpnet_default,7,textblob_sentiment,0.0,1,1,215
cluster_mpnet_default,7,textblob_sentiment,0.0,1.5,1,215
cluster_mpnet_default,7,textblob_sentiment,0.0,2,1,215
cluster_minilm_default,20,bertweet_sentiment,0.0,0,2,97
cluster_minilm_default,20,bertweet_sentiment,0.0,2,1,97
cluster_minilm_default,20,bertweet_sentiment,0.0,1.5,1,97
cluster_minilm_default,20,bertweet_sentiment,0.0,1,1,97
cluster_minilm_default,33,bertweet_sentiment,0.0,2,1,59
cluster_minilm_default,33,bertweet_sentiment,0.0,0.5,2,59
cluster_mpnet_default,6,textblob_sentiment,0.0,1.5,1,74
cluster_mpnet_default,6,textblob_sentiment,0.0,0.5,2,74
cluster_mpnet_default,6,textblob_sentiment,0.0,1,3,74
cluster_mpnet_default,6,textblob_sentiment,0.0,0.5,3,74
cluster_mpnet_default,6,textblob_sentiment,0.0,0,3,74
cluster_mpnet_default,6,textblob_sentiment,0.0,2,2,74
cluster_mpnet_default,6,textblob_sentiment,0.0,1.5,2,74
cluster_mpnet_default,6,textblob_sentiment,0.0,1,2,74
cluster_mpnet_default,6,textblob_sentiment,0.0,0,2,74
cluster_minilm_default,33,bertweet_sentiment,0.0,1,2,59
cluster_minilm_default,22,bertweet_sentiment,0.0,0,1,83
cluster_minilm_default,22,bertweet_sentiment,0.0,0.5,1,83
cluster_minilm_default,22,bertweet_sentiment,0.0,1,1,83
cluster_minilm_default,22,bertweet_sentiment,0.0,1.5,1,83
cluster_minilm_default,22,bertweet_sentiment,0.0,2,1,83
cluster_mpnet_default,6,textblob_sentiment,0.0,2,1,74
cluster_mpnet_default,6,textblob_sentiment,0.0,1.5,3,74
cluster_mpnet_default,6,textblob_sentiment,0.0,2,3,74
cluster_minilm_default,22,textblob_sentiment,0.0,2,1,83
cluster_minilm_default,22,textblob_sentiment,0.0,1.5,1,83
cluster_mpnet_default,6,bertweet_sentiment,0.0,0,1,74
cluster_minilm_default,22,textblob_sentiment,0.0,0.5,1,83
cluster_minilm_default,22,textblob_sentiment,0.0,0,1,83
cluster_mpnet_default,6,bertweet_sentiment,0.0,0.5,1,74
cluster_minilm_default,33,distilbert_sentiment,0.0,0,2,59
cluster_minilm_default,33,distilbert_sentiment,0.0,0,1,59
cluster_minilm_default,33,bertweet_sentiment,0.0,2,3,59
cluster_minilm_default,33,bertweet_sentiment,0.0,1.5,3,59
cluster_minilm_default,33,bertweet_sentiment,0.0,1,3,59
cluster_minilm_default,33,bertweet_sentiment,0.0,0.5,3,59
cluster_minilm_default,33,bertweet_sentiment,0.0,0,3,59
cluster_minilm_default,33,bertweet_sentiment,0.0,2,2,59
cluster_minilm_default,33,bertweet_sentiment,0.0,1.5,2,59
cluster_minilm_default,24,bertweet_sentiment,0.0,0,2,41
cluster_minilm_default,24,bertweet_sentiment,0.0,0.5,2,41
cluster_minilm_default,24,bertweet_sentiment,0.0,1.5,2,41
cluster_minilm_default,9,bertweet_sentiment,0.0,0,3,39
cluster_minilm_default,9,bertweet_sentiment,0.0,2,1,39
cluster_minilm_default,9,bertweet_sentiment,0.0,0,2,39
cluster_minilm_default,9,bertweet_sentiment,0.0,0.5,2,39
cluster_minilm_default,9,bertweet_sentiment,0.0,1,2,39
cluster_minilm_default,9,bertweet_sentiment,0.0,1.5,2,39
cluster_minilm_default,9,bertweet_sentiment,0.0,2,2,39
cluster_minilm_default,9,bertweet_sentiment,0.0,0.5,3,39
cluster_minilm_default,4,textblob_sentiment,0.0,1.5,1,127
cluster_minilm_default,9,bertweet_sentiment,0.0,1,3,39
cluster_minilm_default,9,bertweet_sentiment,0.0,1.5,3,39
cluster_minilm_default,9,bertweet_sentiment,0.0,2,3,39
cluster_minilm_default,9,distilbert_sentiment,0.0,0,1,39
cluster_minilm_default,9,distilbert_sentiment,0.0,0,3,39
cluster_mpnet_default,5,distilbert_sentiment,0.0,0,3,3167
cluster_minilm_default,9,bertweet_sentiment,0.0,1.5,1,39
cluster_minilm_default,9,bertweet_sentiment,0.0,1,1,39
cluster_minilm_default,9,bertweet_sentiment,0.0,0.5,1,39
cluster_minilm_default,9,bertweet_sentiment,0.0,0,1,39
cluster_minilm_default,9,textblob_sentiment,0.0,2,3,39
cluster_minilm_default,9,textblob_sentiment,0.0,1.5,3,39
cluster_minilm_default,9,textblob_sentiment,0.0,1,3,39
cluster_minilm_default,9,textblob_sentiment,0.0,0.5,3,39
cluster_minilm_default,9,textblob_sentiment,0.0,0,3,39
cluster_mpnet_default,9,textblob_sentiment,0.0,0.5,1,2809
cluster_minilm_default,9,textblob_sentiment,0.0,0,2,39
cluster_minilm_default,9,textblob_sentiment,0.0,0,1,39
cluster_minilm_default,10,distilbert_sentiment,0.0,0,1,66
cluster_minilm_default,10,bertweet_sentiment,0.0,1,3,66
cluster_minilm_default,10,bertweet_sentiment,0.0,0.5,3,66
cluster_minilm_default,10,bertweet_sentiment,0.0,2,2,66
cluster_minilm_default,10,bertweet_sentiment,0.0,1.5,2,66
cluster_minilm_default,4,textblob_sentiment,0.0,0.5,1,127
cluster_minilm_default,4,textblob_sentiment,0.0,2,1,127
cluster_minilm_default,10,bertweet_sentiment,0.0,2,1,66
cluster_minilm_default,4,distilbert_sentiment,0.0,0,3,127
cluster_minilm_default,4,bertweet_sentiment,0.0,0.5,3,127
cluster_minilm_default,4,bertweet_sentiment,0.0,1,3,127
cluster_minilm_default,4,bertweet_sentiment,0.0,1.5,3,127
cluster_minilm_default,4,bertweet_sentiment,0.0,2,3,127
cluster_minilm_default,4,distilbert_sentiment,0.0,0,1,127
cluster_minilm_default,4,distilbert_sentiment,0.0,0,2,127
cluster_minilm_default,16,textblob_sentiment,0.0,0,1,33
cluster_minilm_default,4,textblob_sentiment,0.0,0.5,2,127
cluster_minilm_default,16,textblob_sentiment,0.0,0.5,1,33
cluster_minilm_default,16,textblob_sentiment,0.0,1,1,33
cluster_minilm_default,16,textblob_sentiment,0.0,1.5,1,33
cluster_minilm_default,16,textblob_sentiment,0.0,2,1,33
cluster_minilm_default,16,textblob_sentiment,0.0,0,2,33
cluster_minilm_default,16,textblob_sentiment,0.0,0.5,2,33
cluster_minilm_default,4,bertweet_sentiment,0.0,0,3,127
cluster_minilm_default,4,bertweet_sentiment,0.0,2,2,127
cluster_mpnet_default,5,bertweet_sentiment,0.0,1.5,3,3167
cluster_minilm_default,4,bertweet_sentiment,0.0,1,2,127
cluster_minilm_default,4,bertweet_sentiment,0.0,0.5,2,127
cluster_minilm_default,4,bertweet_sentiment,0.0,2,1,127
cluster_minilm_default,4,bertweet_sentiment,0.0,1.5,1,127
cluster_minilm_default,4,bertweet_sentiment,0.0,1,1,127
cluster_minilm_default,4,bertweet_sentiment,0.0,0.5,1,127
cluster_mpnet_default,5,bertweet_sentiment,0.0,2,3,3167
cluster_minilm_default,4,textblob_sentiment,0.0,2,3,127
cluster_minilm_default,4,textblob_sentiment,0.0,1.5,3,127
cluster_minilm_default,4,textblob_sentiment,0.0,1,3,127
cluster_minilm_default,4,textblob_sentiment,0.0,0.5,3,127
cluster_minilm_default,4,textblob_sentiment,0.0,2,2,127
cluster_minilm_default,4,textblob_sentiment,0.0,1.5,2,127
cluster_minilm_default,4,textblob_sentiment,0.0,1,2,127
cluster_minilm_default,10,bertweet_sentiment,0.0,0,2,66
cluster_minilm_default,10,bertweet_sentiment,0.0,1.5,1,66
cluster_minilm_default,24,bertweet_sentiment,0.0,2,2,41
cluster_minilm_default,13,bertweet_sentiment,0.0,0,2,49
cluster_minilm_default,13,textblob_sentiment,0.0,2,3,49
cluster_minilm_default,13,bertweet_sentiment,0.0,0,1,49
cluster_minilm_default,13,bertweet_sentiment,0.0,0.5,1,49
cluster_minilm_default,13,bertweet_sentiment,0.0,1,1,49
cluster_minilm_default,13,bertweet_sentiment,0.0,1.5,1,49
cluster_minilm_default,13,bertweet_sentiment,0.0,2,1,49
cluster_minilm_default,13,bertweet_sentiment,0.0,0.5,2,49
cluster_minilm_default,13,bertweet_sentiment,0.0,2,3,49
cluster_minilm_default,13,bertweet_sentiment,0.0,1,2,49
cluster_minilm_default,13,bertweet_sentiment,0.0,1.5,2,49
cluster_minilm_default,13,bertweet_sentiment,0.0,2,2,49
cluster_minilm_default,13,bertweet_sentiment,0.0,0,3,49
cluster_minilm_default,13,bertweet_sentiment,0.0,0.5,3,49
cluster_minilm_default,13,bertweet_sentiment,0.0,1,3,49
cluster_minilm_default,13,textblob_sentiment,0.0,1.5,3,49
cluster_minilm_default,13,textblob_sentiment,0.0,1,3,49
cluster_minilm_default,13,textblob_sentiment,0.0,0.5,3,49
cluster_minilm_default,13,textblob_sentiment,0.0,0,3,49
cluster_mpnet_default,4,textblob_sentiment,0.0,0,1,2238
cluster_minilm_default,13,textblob_sentiment,0.0,0,2,49
cluster_mpnet_default,4,textblob_sentiment,0.0,0.5,1,2238
cluster_mpnet_default,4,textblob_sentiment,0.0,1,1,2238
cluster_minilm_default,13,textblob_sentiment,0.0,0,1,49
cluster_minilm_default,24,distilbert_sentiment,0.0,0,3,41
cluster_minilm_default,24,distilbert_sentiment,0.0,0,2,41
cluster_mpnet_default,4,textblob_sentiment,0.0,0,2,2238
cluster_mpnet_default,4,textblob_sentiment,0.0,0.5,2,2238
cluster_minilm_default,24,bertweet_sentiment,0.0,1.5,3,41
cluster_minilm_default,24,bertweet_sentiment,0.0,1,3,41
cluster_minilm_default,24,bertweet_sentiment,0.0,0.5,3,41
cluster_minilm_default,24,bertweet_sentiment,0.0,0,3,41
cluster_minilm_default,13,bertweet_sentiment,0.0,1.5,3,49
cluster_minilm_default,13,distilbert_sentiment,0.0,0,1,49
cluster_minilm_default,10,bertweet_sentiment,0.0,1,1,66
cluster_minilm_default,10,textblob_sentiment,0.0,1,2,66
cluster_minilm_default,5,distilbert_sentiment,0.0,0,1,37
cluster_minilm_default,5,distilbert_sentiment,0.0,0,2,37
cluster_minilm_default,5,distilbert_sentiment,0.0,0,3,37
cluster_minilm_default,10,textblob_sentiment,0.0,0,1,66
cluster_minilm_default,10,textblob_sentiment,0.0,0.5,1,66
cluster_minilm_default,10,textblob_sentiment,0.0,0.5,2,66
cluster_minilm_default,10,textblob_sentiment,0.0,1.5,2,66
cluster_minilm_default,13,distilbert_sentiment,0.0,0,2,49
cluster_minilm_default,10,textblob_sentiment,0.0,2,2,66
cluster_minilm_default,10,textblob_sentiment,0.0,0.5,3,66
cluster_minilm_default,10,textblob_sentiment,0.0,1,3,66
cluster_minilm_default,10,textblob_sentiment,0.0,2,3,66
cluster_minilm_default,10,bertweet_sentiment,0.0,0,1,66
cluster_minilm_default,10,bertweet_sentiment,0.0,0.5,1,66
cluster_minilm_default,5,bertweet_sentiment,0.0,2,3,37
cluster_minilm_default,5,bertweet_sentiment,0.0,1.5,3,37
cluster_minilm_default,5,bertweet_sentiment,0.0,1,3,37
cluster_minilm_default,5,bertweet_sentiment,0.0,0.5,3,37
cluster_minilm_default,5,bertweet_sentiment,0.0,0,3,37
cluster_minilm_default,5,bertweet_sentiment,0.0,2,2,37
cluster_minilm_default,5,bertweet_sentiment,0.0,1.5,2,37
cluster_minilm_default,5,bertweet_sentiment,0.0,1,2,37
cluster_minilm_default,5,bertweet_sentiment,0.0,0.5,2,37
cluster_minilm_default,5,bertweet_sentiment,0.0,0,2,37
cluster_minilm_default,5,bertweet_sentiment,0.0,1.5,1,37
cluster_minilm_default,5,bertweet_sentiment,0.0,0,1,37
cluster_minilm_default,5,textblob_sentiment,0.0,1,3,37
cluster_minilm_default,5,textblob_sentiment,0.0,0.5,3,37
cluster_mpnet_default,9,bertweet_sentiment,0.0,0,2,2809
cluster_mpnet_default,9,bertweet_sentiment,0.0,0,3,2809
cluster_minilm_default,13,distilbert_sentiment,0.0,0,3,49
cluster_minilm_default,20,bertweet_sentiment,0.0,0.5,1,97
cluster_minilm_default,20,textblob_sentiment,0.0,2,3,97
cluster_minilm_default,16,textblob_sentiment,0.0,1.5,2,33
cluster_minilm_default,30,textblob_sentiment,0.0,2,3,1520
cluster_minilm_default,30,textblob_sentiment,0.0,1.5,2,1520
cluster_minilm_default,30,textblob_sentiment,0.0,2,2,1520
cluster_minilm_default,30,textblob_sentiment,0.0,0,3,1520
cluster_minilm_default,30,textblob_sentiment,0.0,0.5,3,1520
cluster_minilm_default,30,textblob_sentiment,0.0,1,3,1520
cluster_minilm_default,30,textblob_sentiment,0.0,1.5,3,1520
cluster_minilm_default,30,bertweet_sentiment,0.0,0.5,3,1520
cluster_minilm_default,30,textblob_sentiment,0.0,0.5,2,1520
cluster_minilm_default,30,bertweet_sentiment,0.0,1,3,1520
cluster_minilm_default,30,bertweet_sentiment,0.0,1.5,3,1520
cluster_minilm_default,19,textblob_sentiment,0.0,0,1,173
cluster_mpnet_default,2,bertweet_sentiment,0.0,0.5,3,119
cluster_mpnet_default,2,bertweet_sentiment,0.0,0,3,119
cluster_mpnet_default,2,bertweet_sentiment,0.0,2,2,119
cluster_minilm_default,30,textblob_sentiment,0.0,1,2,1520
cluster_minilm_default,30,textblob_sentiment,0.0,0,2,1520
cluster_minilm_default,20,textblob_sentiment,0.0,1.5,3,97
cluster_minilm_default,34,bertweet_sentiment,0.0,1,3,1749
cluster_minilm_default,-1,bertweet_sentiment,0.0,0.5,3,3905
cluster_minilm_default,34,textblob_sentiment,0.0,0,3,1749
cluster_minilm_default,34,textblob_sentiment,0.0,1,3,1749
cluster_minilm_default,34,bertweet_sentiment,0.0,0,2,1749
cluster_minilm_default,34,bertweet_sentiment,0.0,0,3,1749
cluster_minilm_default,34,bertweet_sentiment,0.0,0.5,3,1749
cluster_minilm_default,34,bertweet_sentiment,0.0,1.5,3,1749
cluster_minilm_default,30,textblob_sentiment,0.0,2,1,1520
cluster_minilm_default,34,bertweet_sentiment,0.0,2,3,1749
cluster_minilm_default,34,distilbert_sentiment,0.0,0,3,1749
cluster_minilm_default,30,textblob_sentiment,0.0,0,1,1520
cluster_minilm_default,30,textblob_sentiment,0.0,0.5,1,1520
cluster_minilm_default,30,textblob_sentiment,0.0,1,1,1520
cluster_minilm_default,30,textblob_sentiment,0.0,1.5,1,1520
cluster_mpnet_default,2,bertweet_sentiment,0.0,1.5,2,119
cluster_minilm_default,19,textblob_sentiment,0.0,1,2,173
cluster_mpnet_default,2,bertweet_sentiment,0.0,2,1,119
cluster_minilm_default,26,bertweet_sentiment,0.0,0,2,215
cluster_minilm_default,26,textblob_sentiment,0.0,2,3,215
cluster_minilm_default,26,bertweet_sentiment,0.0,0,1,215
cluster_minilm_default,26,bertweet_sentiment,0.0,0.5,1,215
cluster_minilm_default,26,bertweet_sentiment,0.0,1,1,215
cluster_minilm_default,26,bertweet_sentiment,0.0,1.5,1,215
cluster_minilm_default,26,bertweet_sentiment,0.0,2,1,215
cluster_minilm_default,26,bertweet_sentiment,0.0,0.5,2,215
cluster_minilm_default,19,bertweet_sentiment,0.0,0.5,2,173
cluster_minilm_default,26,bertweet_sentiment,0.0,1,2,215
cluster_minilm_default,26,bertweet_sentiment,0.0,1.5,2,215
cluster_minilm_default,26,bertweet_sentiment,0.0,2,2,215
cluster_mpnet_default,2,textblob_sentiment,0.0,1.5,2,119
cluster_mpnet_default,2,textblob_sentiment,0.0,1,2,119
cluster_minilm_default,31,textblob_sentiment,0.0,0,1,101
cluster_minilm_default,26,textblob_sentiment,0.0,1.5,3,215
cluster_minilm_default,26,textblob_sentiment,0.0,1,3,215
cluster_minilm_default,26,textblob_sentiment,0.0,0.5,3,215
cluster_minilm_default,26,textblob_sentiment,0.0,0,3,215
cluster_minilm_default,26,textblob_sentiment,0.0,2,2,215
cluster_minilm_default,26,textblob_sentiment,0.0,1.5,2,215
cluster_minilm_default,26,textblob_sentiment,0.0,1,2,215
cluster_minilm_default,26,textblob_sentiment,0.0,0.5,2,215
cluster_minilm_default,26,textblob_sentiment,0.0,0,2,215
cluster_mpnet_default,2,textblob_sentiment,0.0,2,2,119
cluster_minilm_default,26,textblob_sentiment,0.0,0,1,215
cluster_minilm_default,19,distilbert_sentiment,0.0,0,3,173
cluster_mpnet_default,2,textblob_sentiment,0.0,2,3,119
cluster_mpnet_default,2,bertweet_sentiment,0.0,0.5,1,119
cluster_mpnet_default,2,bertweet_sentiment,0.0,1,1,119
cluster_mpnet_default,2,bertweet_sentiment,0.0,1.5,1,119
cluster_minilm_default,19,bertweet_sentiment,0.0,1,2,173
cluster_minilm_default,-1,bertweet_sentiment,0.0,0,3,3905
cluster_minilm_default,-1,bertweet_sentiment,0.0,0.5,2,3905
cluster_minilm_default,-1,bertweet_sentiment,0.0,0,2,3905
cluster_mpnet_default,3,bertweet_sentiment,0.0,1.5,2,56
cluster_mpnet_default,3,bertweet_sentiment,0.0,0,1,56
cluster_mpnet_default,3,bertweet_sentiment,0.0,0.5,1,56
cluster_mpnet_default,0,bertweet_sentiment,0.0,0.5,2,91
cluster_mpnet_default,0,bertweet_sentiment,0.0,0,2,91
cluster_mpnet_default,3,bertweet_sentiment,0.0,0.5,2,56
cluster_mpnet_default,3,bertweet_sentiment,0.0,1,2,56
cluster_mpnet_default,3,bertweet_sentiment,0.0,2,2,56
cluster_mpnet_default,1,textblob_sentiment,0.0,0.5,1,78
cluster_mpnet_default,3,bertweet_sentiment,0.0,0,3,56
cluster_mpnet_default,3,bertweet_sentiment,0.0,0.5,3,56
cluster_mpnet_default,3,bertweet_sentiment,0.0,1.5,3,56
cluster_mpnet_default,3,bertweet_sentiment,0.0,2,3,56
cluster_mpnet_default,0,bertweet_sentiment,0.0,0.5,1,91
cluster_mpnet_default,3,distilbert_sentiment,0.0,0,3,56
cluster_mpnet_default,0,bertweet_sentiment,0.0,1,2,91
cluster_mpnet_default,0,bertweet_sentiment,0.0,1.5,2,91
cluster_mpnet_default,0,bertweet_sentiment,0.0,2,2,91
cluster_mpnet_default,0,bertweet_sentiment,0.0,0,3,91
cluster_mpnet_default,3,textblob_sentiment,0.0,2,2,56
cluster_mpnet_default,0,bertweet_sentiment,0.0,0.5,3,91
cluster_mpnet_default,3,textblob_sentiment,0.0,1,2,56
cluster_mpnet_default,3,textblob_sentiment,0.0,0.5,2,56
cluster_mpnet_default,3,textblob_sentiment,0.0,0,2,56
cluster_mpnet_default,3,textblob_sentiment,0.0,2,1,56
cluster_mpnet_default,3,textblob_sentiment,0.0,1.5,1,56
cluster_mpnet_default,3,textblob_sentiment,0.0,1,1,56
cluster_mpnet_default,0,bertweet_sentiment,0.0,1,3,91
cluster_mpnet_default,3,textblob_sentiment,0.0,0,1,56
cluster_mpnet_default,0,distilbert_sentiment,0.0,0,3,91
cluster_mpnet_default,0,distilbert_sentiment,0.0,0,2,91
cluster_mpnet_default,0,distilbert_sentiment,0.0,0,1,91
cluster_mpnet_default,1,textblob_sentiment,0.0,0,1,78
cluster_mpnet_default,1,textblob_sentiment,0.0,1,1,78
cluster_minilm_default,-1,bertweet_sentiment,0.0,2,1,3905
cluster_mpnet_default,1,distilbert_sentiment,0.0,0,3,78
cluster_mpnet_default,2,distilbert_sentiment,0.0,0,2,119
cluster_mpnet_default,2,bertweet_sentiment,0.0,2,3,119
cluster_mpnet_default,2,bertweet_sentiment,0.0,1.5,3,119
cluster_mpnet_default,2,bertweet_sentiment,0.0,1,3,119
cluster_mpnet_default,1,distilbert_sentiment,0.0,0,1,78
cluster_mpnet_default,1,distilbert_sentiment,0.0,0,2,78
cluster_minilm_default,-1,textblob_sentiment,0.0,0,2,3905
cluster_mpnet_default,1,textblob_sentiment,0.0,1.5,1,78
cluster_minilm_default,-1,textblob_sentiment,0.0,1.5,2,3905
cluster_minilm_default,-1,textblob_sentiment,0.0,2,2,3905
cluster_minilm_default,-1,textblob_sentiment,0.0,1.5,3,3905
cluster_minilm_default,-1,textblob_sentiment,0.0,2,3,3905
cluster_minilm_default,-1,bertweet_sentiment,0.0,1,1,3905
cluster_minilm_default,-1,bertweet_sentiment,0.0,1.5,1,3905
cluster_mpnet_default,2,distilbert_sentiment,0.0,0,3,119
cluster_mpnet_default,0,textblob_sentiment,0.0,0.5,1,91
cluster_mpnet_default,0,textblob_sentiment,0.0,0,3,91
cluster_mpnet_default,0,textblob_sentiment,0.0,1,3,91
cluster_mpnet_default,0,textblob_sentiment,0.0,1.5,3,91
cluster_mpnet_default,1,bertweet_sentiment,0.0,2,1,78
cluster_mpnet_default,1,bertweet_sentiment,0.0,1.5,1,78
cluster_mpnet_default,1,bertweet_sentiment,0.0,1,1,78
cluster_mpnet_default,1,bertweet_sentiment,0.0,0.5,1,78
cluster_mpnet_default,0,textblob_sentiment,0.0,2,3,91
cluster_mpnet_default,0,bertweet_sentiment,0.0,0,1,91
cluster_mpnet_default,1,textblob_sentiment,0.0,2,2,78
cluster_mpnet_default,1,textblob_sentiment,0.0,1.5,2,78
cluster_mpnet_default,1,textblob_sentiment,0.0,1,2,78
cluster_mpnet_default,1,textblob_sentiment,0.0,0.5,2,78
cluster_mpnet_default,1,textblob_sentiment,0.0,0,2,78
cluster_mpnet_default,1,textblob_sentiment,0.0,2,1,78
cluster_minilm_default,31,textblob_sentiment,0.0,0.5,1,101
cluster_minilm_default,31,textblob_sentiment,0.0,1,1,101
cluster_mpnet_default,2,textblob_sentiment,0.0,0.5,2,119
cluster_minilm_default,28,textblob_sentiment,0.0,2,3,2619
cluster_minilm_default,28,textblob_sentiment,0.0,1.5,1,2619
cluster_minilm_default,28,textblob_sentiment,0.0,2,1,2619
cluster_minilm_default,28,textblob_sentiment,0.0,0.5,2,2619
cluster_minilm_default,28,textblob_sentiment,0.0,0.5,3,2619
cluster_minilm_default,28,textblob_sentiment,0.0,1,3,2619
cluster_minilm_default,28,textblob_sentiment,0.0,1.5,3,2619
cluster_minilm_default,28,bertweet_sentiment,0.0,0,1,2619
cluster_minilm_default,28,distilbert_sentiment,0.0,0,3,2619
cluster_minilm_default,28,bertweet_sentiment,0.0,0,2,2619
cluster_minilm_default,28,bertweet_sentiment,0.0,0,3,2619
cluster_minilm_default,28,bertweet_sentiment,0.0,0.5,3,2619
cluster_minilm_default,28,bertweet_sentiment,0.0,1,3,2619
cluster_minilm_default,28,bertweet_sentiment,0.0,1.5,3,2619
cluster_minilm_default,28,distilbert_sentiment,0.0,0,1,2619
cluster_minilm_default,28,textblob_sentiment,0.0,1,1,2619
cluster_minilm_default,28,textblob_sentiment,0.0,0.5,1,2619
cluster_minilm_default,28,textblob_sentiment,0.0,0,1,2619
cluster_minilm_default,25,distilbert_sentiment,0.0,0,3,70
cluster_minilm_default,25,distilbert_sentiment,0.0,0,2,70
cluster_minilm_default,25,distilbert_sentiment,0.0,0,1,70
cluster_mpnet_default,7,bertweet_sentiment,0.0,2,1,215
cluster_mpnet_default,7,bertweet_sentiment,0.0,0,2,215
cluster_mpnet_default,7,bertweet_sentiment,0.0,0.5,2,215
cluster_mpnet_default,7,bertweet_sentiment,0.0,1,2,215
cluster_mpnet_default,7,bertweet_sentiment,0.0,2,2,215
cluster_mpnet_default,7,bertweet_sentiment,0.0,1,3,215
cluster_mpnet_default,7,bertweet_sentiment,0.0,1.5,3,215
cluster_minilm_default,25,bertweet_sentiment,0.0,0,2,70
cluster_mpnet_default,7,bertweet_sentiment,0.0,2,3,215
cluster_mpnet_default,7,distilbert_sentiment,0.0,0,1,215
cluster_mpnet_default,7,distilbert_sentiment,0.0,0,2,215
cluster_minilm_default,28,distilbert_sentiment,0.0,0,2,2619
